"organisation_name","organisation_uuid","project_name","project_uuid","framework","site_name","country_code","site_report_due_date","tree_species_uuid","tree_species_name","amount","collection"
African Research Association managing Development in Nigeria (ARADIN),"15c2fa88-d395-11ed-8014-0682e69bfbec",Promoting Biodiversity Conservation and Sustainable Livelihoods in Obudu Plateau - ARADIN,bcde8454-bdd2-4b62-95b9-b572e8c5c460,terrafund,Kigol regeneration site two,NG,"2023-01-31","5062bb0f-f5c8-4f4d-8f72-1366bfa474b6",Isobelina duka,400,tree-planted
African Research Association managing Development in Nigeria (ARADIN),"15c2fa88-d395-11ed-8014-0682e69bfbec",Promoting Biodiversity Conservation and Sustainable Livelihoods in Obudu Plateau - ARADIN,bcde8454-bdd2-4b62-95b9-b572e8c5c460,terrafund,Okpazange regeneration site ,NG,"2023-07-30","2b62bfb8-6817-46d0-9a3c-1ce44e829239",Pterocarpus erinaceus	(Barwood),2462,tree-planted
African Research Association managing Development in Nigeria (ARADIN),"15c2fa88-d395-11ed-8014-0682e69bfbec",Promoting Biodiversity Conservation and Sustainable Livelihoods in Obudu Plateau - ARADIN,bcde8454-bdd2-4b62-95b9-b572e8c5c460,terrafund,Okpazange regeneration site ,NG,"2023-07-30",f55a7c08-88e3-477d-8e0c-d895dd624e32,Orita multicola	Achuechue,1912,tree-planted
African Research Association managing Development in Nigeria (ARADIN),"15c2fa88-d395-11ed-8014-0682e69bfbec",Promoting Biodiversity Conservation and Sustainable Livelihoods in Obudu Plateau - ARADIN,bcde8454-bdd2-4b62-95b9-b572e8c5c460,terrafund,Okpazange regeneration site ,NG,"2023-07-30","0e92ef8c-1ae2-46d2-b173-3138e9238591",Isoberlina Doka	Isoberlina,1418,tree-planted
African Research Association managing Development in Nigeria (ARADIN),"15c2fa88-d395-11ed-8014-0682e69bfbec",Promoting Biodiversity Conservation and Sustainable Livelihoods in Obudu Plateau - ARADIN,bcde8454-bdd2-4b62-95b9-b572e8c5c460,terrafund,Okpazange regeneration site ,NG,"2023-07-30","6e1bb7bb-4ebb-4ff0-9a26-351f9091dd8b",Cola lepidota k. schum	(Monkey cola),1867,tree-planted
African Research Association managing Development in Nigeria (ARADIN),"15c2fa88-d395-11ed-8014-0682e69bfbec",Promoting Biodiversity Conservation and Sustainable Livelihoods in Obudu Plateau - ARADIN,bcde8454-bdd2-4b62-95b9-b572e8c5c460,terrafund,Okpazange regeneration site ,NG,"2023-07-30","3544acff-6b88-4fe2-83bf-a330325fdfee",Carapa procera	(African crabwood),615,tree-planted
African Research Association managing Development in Nigeria (ARADIN),"15c2fa88-d395-11ed-8014-0682e69bfbec",Promoting Biodiversity Conservation and Sustainable Livelihoods in Obudu Plateau - ARADIN,bcde8454-bdd2-4b62-95b9-b572e8c5c460,terrafund,Ogbakoko regeneration site 2,NG,"2023-07-30",e40da941-1dad-4236-8ae6-db7c6afeb8cf,Swietenia macrophylla	(Mahogany),456,tree-planted
African Research Association managing Development in Nigeria (ARADIN),"15c2fa88-d395-11ed-8014-0682e69bfbec",Promoting Biodiversity Conservation and Sustainable Livelihoods in Obudu Plateau - ARADIN,bcde8454-bdd2-4b62-95b9-b572e8c5c460,terrafund,Ogbakoko regeneration site 2,NG,"2023-07-30",b9d68c05-97fc-40b7-8b2e-4bd3f493b374,Cedrus brevifolia	(Cypriot cedar),1743,tree-planted
African Research Association managing Development in Nigeria (ARADIN),"15c2fa88-d395-11ed-8014-0682e69bfbec",Promoting Biodiversity Conservation and Sustainable Livelihoods in Obudu Plateau - ARADIN,bcde8454-bdd2-4b62-95b9-b572e8c5c460,terrafund,Ogbakoko regeneration site 2,NG,"2023-07-30","11154fb8-5f39-4f94-bd9c-cfa2aa2f1eaa",Cola laleritia	(Monkey kola),2297,tree-planted
African Research Association managing Development in Nigeria (ARADIN),"15c2fa88-d395-11ed-8014-0682e69bfbec",Promoting Biodiversity Conservation and Sustainable Livelihoods in Obudu Plateau - ARADIN,bcde8454-bdd2-4b62-95b9-b572e8c5c460,terrafund,Ogbakoko regeneration site 2,NG,"2023-07-30","44f04967-738b-4ff8-95fc-05d81b135eba",Isobelina duka	(Isobelina),1651,tree-planted
African Research Association managing Development in Nigeria (ARADIN),"15c2fa88-d395-11ed-8014-0682e69bfbec",Promoting Biodiversity Conservation and Sustainable Livelihoods in Obudu Plateau - ARADIN,bcde8454-bdd2-4b62-95b9-b572e8c5c460,terrafund,Ogbakoko regeneration site 2,NG,"2023-07-30","493a8c06-d5c9-42d3-ab55-1166e5352f19",Brachystegia eurycoma (Prota),3756,tree-planted
African Research Association managing Development in Nigeria (ARADIN),"15c2fa88-d395-11ed-8014-0682e69bfbec",Promoting Biodiversity Conservation and Sustainable Livelihoods in Obudu Plateau - ARADIN,bcde8454-bdd2-4b62-95b9-b572e8c5c460,terrafund,Ogbakoko regeneration site 2,NG,"2023-07-30","5a89e1c6-d2a5-4ee2-9d2c-133d2b61fd59",Parkia biglobosa,4100,tree-planted
African Research Association managing Development in Nigeria (ARADIN),"15c2fa88-d395-11ed-8014-0682e69bfbec",Promoting Biodiversity Conservation and Sustainable Livelihoods in Obudu Plateau - ARADIN,bcde8454-bdd2-4b62-95b9-b572e8c5c460,terrafund,Keji Ukwu Regeneration site ,NG,"2023-07-30","71d79ae8-0735-490c-8fca-40dd35e812ee",Pterocarpus erinaceus	Mkpen,1800,tree-planted
African Research Association managing Development in Nigeria (ARADIN),"15c2fa88-d395-11ed-8014-0682e69bfbec",Promoting Biodiversity Conservation and Sustainable Livelihoods in Obudu Plateau - ARADIN,bcde8454-bdd2-4b62-95b9-b572e8c5c460,terrafund,Keji Ukwu Regeneration site ,NG,"2023-07-30",f5503d3d-3a68-4e99-adb7-96a3334c0cae,Orita multicola	(Achuechue),2150,tree-planted
African Research Association managing Development in Nigeria (ARADIN),"15c2fa88-d395-11ed-8014-0682e69bfbec",Promoting Biodiversity Conservation and Sustainable Livelihoods in Obudu Plateau - ARADIN,bcde8454-bdd2-4b62-95b9-b572e8c5c460,terrafund,Keji Ukwu Regeneration site ,NG,"2023-07-30",f67665cf-c753-4d45-b943-730ec8cf4b18,Calotropis procera	(Etegesindo),1074,tree-planted
African Research Association managing Development in Nigeria (ARADIN),"15c2fa88-d395-11ed-8014-0682e69bfbec",Promoting Biodiversity Conservation and Sustainable Livelihoods in Obudu Plateau - ARADIN,bcde8454-bdd2-4b62-95b9-b572e8c5c460,terrafund,Keji Ukwu Regeneration site ,NG,"2023-07-30","855b31af-5d1d-4aa4-83b7-93941c3a1511",Cola laleritia	(Monkey kola),1865,tree-planted
African Research Association managing Development in Nigeria (ARADIN),"15c2fa88-d395-11ed-8014-0682e69bfbec",Promoting Biodiversity Conservation and Sustainable Livelihoods in Obudu Plateau - ARADIN,bcde8454-bdd2-4b62-95b9-b572e8c5c460,terrafund,Keji Ukwu Regeneration site ,NG,"2023-07-30","5e6be965-3a24-4877-949e-fcee9a31c753",Isobelina duka	(Isobelina),1676,tree-planted
African Research Association managing Development in Nigeria (ARADIN),"15c2fa88-d395-11ed-8014-0682e69bfbec",Promoting Biodiversity Conservation and Sustainable Livelihoods in Obudu Plateau - ARADIN,bcde8454-bdd2-4b62-95b9-b572e8c5c460,terrafund,Kigol regeneration site one ,NG,"2023-07-30","32ad33d2-6990-4ae7-a975-e85de4daa1c1",Pterocarpus erinaceus	(Mkpen),2346,tree-planted
African Research Association managing Development in Nigeria (ARADIN),"15c2fa88-d395-11ed-8014-0682e69bfbec",Promoting Biodiversity Conservation and Sustainable Livelihoods in Obudu Plateau - ARADIN,bcde8454-bdd2-4b62-95b9-b572e8c5c460,terrafund,Kigol regeneration site one ,NG,"2023-07-30","20b245d6-d773-449f-b402-e429de15f597",Orita multicola	(Achuechue),618,tree-planted
African Research Association managing Development in Nigeria (ARADIN),"15c2fa88-d395-11ed-8014-0682e69bfbec",Promoting Biodiversity Conservation and Sustainable Livelihoods in Obudu Plateau - ARADIN,bcde8454-bdd2-4b62-95b9-b572e8c5c460,terrafund,Kigol regeneration site one ,NG,"2023-07-30","0a4fd74e-e543-4e0c-baae-c3a7c442b57d",Calotropis procera	(Etegesindo),1412,tree-planted
African Research Association managing Development in Nigeria (ARADIN),"15c2fa88-d395-11ed-8014-0682e69bfbec",Promoting Biodiversity Conservation and Sustainable Livelihoods in Obudu Plateau - ARADIN,bcde8454-bdd2-4b62-95b9-b572e8c5c460,terrafund,Kigol regeneration site one ,NG,"2023-07-30","440e4928-a5f9-4cad-b463-08041bd7551c",Cola laleritia	(Monkey kola),1794,tree-planted
African Research Association managing Development in Nigeria (ARADIN),"15c2fa88-d395-11ed-8014-0682e69bfbec",Promoting Biodiversity Conservation and Sustainable Livelihoods in Obudu Plateau - ARADIN,bcde8454-bdd2-4b62-95b9-b572e8c5c460,terrafund,Kigol regeneration site one ,NG,"2023-07-30","511039ef-a26c-499f-9b8e-e3dbbeb40744",Isoberlina doka,916,tree-planted
African Research Association managing Development in Nigeria (ARADIN),"15c2fa88-d395-11ed-8014-0682e69bfbec",Promoting Biodiversity Conservation and Sustainable Livelihoods in Obudu Plateau - ARADIN,bcde8454-bdd2-4b62-95b9-b572e8c5c460,terrafund,Ogbakoko regeneration site one ,NG,"2023-07-30",d430b3d1-601d-4605-b0d3-a1d53a5ba663,Cola laleritia	(Monkey kola),1300,tree-planted
African Research Association managing Development in Nigeria (ARADIN),"15c2fa88-d395-11ed-8014-0682e69bfbec",Promoting Biodiversity Conservation and Sustainable Livelihoods in Obudu Plateau - ARADIN,bcde8454-bdd2-4b62-95b9-b572e8c5c460,terrafund,Ogbakoko regeneration site one ,NG,"2023-07-30",c6d2a11d-42a3-41a6-b5e7-8a1cd377c415,Swietenia macrophylla	(Mahogany),2427,tree-planted
African Research Association managing Development in Nigeria (ARADIN),"15c2fa88-d395-11ed-8014-0682e69bfbec",Promoting Biodiversity Conservation and Sustainable Livelihoods in Obudu Plateau - ARADIN,bcde8454-bdd2-4b62-95b9-b572e8c5c460,terrafund,Ogbakoko regeneration site one ,NG,"2023-07-30","45b93714-74bd-458b-9590-6023a45e1b12",Cedrus brevifolia	(Cypriot cedar),1326,tree-planted
African Research Association managing Development in Nigeria (ARADIN),"15c2fa88-d395-11ed-8014-0682e69bfbec",Promoting Biodiversity Conservation and Sustainable Livelihoods in Obudu Plateau - ARADIN,bcde8454-bdd2-4b62-95b9-b572e8c5c460,terrafund,Ogbakoko regeneration site one ,NG,"2023-07-30","7d2e068a-36b4-4a99-89e1-6b34215da60c",Parkia biglobosa,2419,tree-planted
African Research Association managing Development in Nigeria (ARADIN),"15c2fa88-d395-11ed-8014-0682e69bfbec",Promoting Biodiversity Conservation and Sustainable Livelihoods in Obudu Plateau - ARADIN,bcde8454-bdd2-4b62-95b9-b572e8c5c460,terrafund,Kigol regeneration site two,NG,"2023-07-30","3df06153-1157-4760-8d73-f575a57d306d",Calotropis procera	(Etegesindo),1300,tree-planted
African Research Association managing Development in Nigeria (ARADIN),"15c2fa88-d395-11ed-8014-0682e69bfbec",Promoting Biodiversity Conservation and Sustainable Livelihoods in Obudu Plateau - ARADIN,bcde8454-bdd2-4b62-95b9-b572e8c5c460,terrafund,Kigol regeneration site two,NG,"2023-07-30",bcfcc7af-d522-429f-8e1f-1bb730919886,Orita multicola	(Achuechue),600,tree-planted
African Research Association managing Development in Nigeria (ARADIN),"15c2fa88-d395-11ed-8014-0682e69bfbec",Promoting Biodiversity Conservation and Sustainable Livelihoods in Obudu Plateau - ARADIN,bcde8454-bdd2-4b62-95b9-b572e8c5c460,terrafund,Kigol regeneration site two,NG,"2023-07-30","319ad626-c0d9-46d6-b69f-873cdebd0577",Isobelina duka	(Isobelina),600,tree-planted
African Research Association managing Development in Nigeria (ARADIN),"15c2fa88-d395-11ed-8014-0682e69bfbec",Promoting Biodiversity Conservation and Sustainable Livelihoods in Obudu Plateau - ARADIN,bcde8454-bdd2-4b62-95b9-b572e8c5c460,terrafund,Kigol regeneration site two,NG,"2023-07-30","2c83202d-68c8-421e-94f0-fcd48d9c5f7a",Pterocarpus erinaceus	(Mkpen),1000,tree-planted
African Research Association managing Development in Nigeria (ARADIN),"15c2fa88-d395-11ed-8014-0682e69bfbec",Promoting Biodiversity Conservation and Sustainable Livelihoods in Obudu Plateau - ARADIN,bcde8454-bdd2-4b62-95b9-b572e8c5c460,terrafund,Kigol regeneration site two,NG,"2023-07-30","540adc92-a59d-4841-9809-c1a01ad331bc",Cola laleritia	(Monkey kola),2100,tree-planted
Africorp International Co. Ltd.,"15c2d711-d395-11ed-8014-0682e69bfbec",Africorp International Prosperity Project,"9c7ae695-30e3-4629-953b-7c0f894172c3",terrafund,Samandiya,SD,"2022-09-30","21691008-4db8-4f3a-bd64-8356f40ae089",Acacia,7000,tree-planted
Africorp International Co. Ltd.,"15c2d711-d395-11ed-8014-0682e69bfbec",Africorp International Prosperity Project,"9c7ae695-30e3-4629-953b-7c0f894172c3",terrafund,Meribebah,SD,"2022-09-30","7955e3c4-eaa1-4129-9e6f-31f354280188",Acacia,5000,tree-planted
Africorp International Co. Ltd.,"15c2d711-d395-11ed-8014-0682e69bfbec",Africorp International Prosperity Project,"9c7ae695-30e3-4629-953b-7c0f894172c3",terrafund,Aman Allah,SD,"2022-09-30","21adfb5e-3b2a-489e-ba3c-760bc9945b18",Acacia,5400,tree-planted
Africorp International Co. Ltd.,"15c2d711-d395-11ed-8014-0682e69bfbec",Africorp International Prosperity Project,"9c7ae695-30e3-4629-953b-7c0f894172c3",terrafund,Meribebah,SD,"2023-01-31","962451b7-d6ed-4e35-aa2c-7bcf05ef2ba9",Acacia,6000,tree-planted
Africorp International Co. Ltd.,"15c2d711-d395-11ed-8014-0682e69bfbec",Africorp International Prosperity Project,"9c7ae695-30e3-4629-953b-7c0f894172c3",terrafund,Aman Allah,SD,"2023-01-31","6fb1ef2f-0393-482a-a9c9-7940f5a9cdf8",Acacia,7000,tree-planted
Albertine Rift Conservation Society (ARCOS Network),"15c0b98f-d395-11ed-8014-0682e69bfbec",Landscape restoration for improved environmental resilience and community livelihoods - ARCOS,bbd88e69-cd85-429e-bebf-6234bf82dbb3,terrafund,Butezi_Site,RW,"2023-01-31","3eb32061-25eb-4047-bbbe-6e3296fd8b43",Grevillea Robusta,27705,tree-planted
Albertine Rift Conservation Society (ARCOS Network),"15c0b98f-d395-11ed-8014-0682e69bfbec",Landscape restoration for improved environmental resilience and community livelihoods - ARCOS,bbd88e69-cd85-429e-bebf-6234bf82dbb3,terrafund,Butezi_Site,RW,"2023-01-31","23ea3f58-5e04-46db-b24e-7d7291167d0b",Cedrela serrata,4768,tree-planted
Albertine Rift Conservation Society (ARCOS Network),"15c0b98f-d395-11ed-8014-0682e69bfbec",Landscape restoration for improved environmental resilience and community livelihoods - ARCOS,bbd88e69-cd85-429e-bebf-6234bf82dbb3,terrafund,Butezi_Site,RW,"2023-01-31","595c50c7-6fb3-4a5a-a3b9-ec85411e4b02",Markhamia lutea,2437,tree-planted
Albertine Rift Conservation Society (ARCOS Network),"15c0b98f-d395-11ed-8014-0682e69bfbec",Landscape restoration for improved environmental resilience and community livelihoods - ARCOS,bbd88e69-cd85-429e-bebf-6234bf82dbb3,terrafund,Butezi_Site,RW,"2023-01-31","06381917-8b09-49a9-87cf-e5a36d5b1b65",Erythrina abyssinica,796,tree-planted
Albertine Rift Conservation Society (ARCOS Network),"15c0b98f-d395-11ed-8014-0682e69bfbec",Landscape restoration for improved environmental resilience and community livelihoods - ARCOS,bbd88e69-cd85-429e-bebf-6234bf82dbb3,terrafund,Butezi_Site,RW,"2023-01-31","03716842-9c4e-4026-8701-184d52f4b878",Mitragyna sp.,398,tree-planted
Albertine Rift Conservation Society (ARCOS Network),"15c0b98f-d395-11ed-8014-0682e69bfbec",Landscape restoration for improved environmental resilience and community livelihoods - ARCOS,bbd88e69-cd85-429e-bebf-6234bf82dbb3,terrafund,Butezi_Site,RW,"2023-01-31",c4f6d270-ae6e-412e-8214-f93925b4467a,Ficus sp.,1267,tree-planted
Albertine Rift Conservation Society (ARCOS Network),"15c0b98f-d395-11ed-8014-0682e69bfbec",Landscape restoration for improved environmental resilience and community livelihoods - ARCOS,bbd88e69-cd85-429e-bebf-6234bf82dbb3,terrafund,Butezi_Site,RW,"2023-01-31",a5f398e4-3b31-417a-b1c3-fe7a5e79ae2f,Eucalyptus sp.,5326,tree-planted
Albertine Rift Conservation Society (ARCOS Network),"15c0b98f-d395-11ed-8014-0682e69bfbec",Landscape restoration for improved environmental resilience and community livelihoods - ARCOS,bbd88e69-cd85-429e-bebf-6234bf82dbb3,terrafund,Butezi_Site,RW,"2023-01-31",bd7e49d7-e698-4dbd-b207-cf970f9d4aea,Soloanum betaceum,277,non-tree
Albertine Rift Conservation Society (ARCOS Network),"15c0b98f-d395-11ed-8014-0682e69bfbec",Landscape restoration for improved environmental resilience and community livelihoods - ARCOS,bbd88e69-cd85-429e-bebf-6234bf82dbb3,terrafund,Butezi_Site,RW,"2023-01-31","1c5e2aae-a176-4f0c-8aa1-279145a10ea2",Calliandra calothyrsus,4161,non-tree
Albertine Rift Conservation Society (ARCOS Network),"15c0b98f-d395-11ed-8014-0682e69bfbec",Landscape restoration for improved environmental resilience and community livelihoods - ARCOS,bbd88e69-cd85-429e-bebf-6234bf82dbb3,terrafund,Butezi_Site,RW,"2023-01-31",bdf6db38-1a33-4441-9fa6-4a11e6c6352f,Leucaena leucocephala,3411,non-tree
Albertine Rift Conservation Society (ARCOS Network),"15c0b98f-d395-11ed-8014-0682e69bfbec",Landscape restoration for improved environmental resilience and community livelihoods - ARCOS,bbd88e69-cd85-429e-bebf-6234bf82dbb3,terrafund,Kigarama-Nyamugari Site [combining Karingurukwa & Kabungeri Sites],RW,"2023-01-31","3569f298-09a4-4186-803b-13b1b28c3d5e",Cedrela cerata,4402,tree-planted
Albertine Rift Conservation Society (ARCOS Network),"15c0b98f-d395-11ed-8014-0682e69bfbec",Landscape restoration for improved environmental resilience and community livelihoods - ARCOS,bbd88e69-cd85-429e-bebf-6234bf82dbb3,terrafund,Kigarama-Nyamugari Site [combining Karingurukwa & Kabungeri Sites],RW,"2023-01-31",d87918bc-8e7d-4193-a275-98515fcbcd81,Markhamia lutea,2250,tree-planted
Albertine Rift Conservation Society (ARCOS Network),"15c0b98f-d395-11ed-8014-0682e69bfbec",Landscape restoration for improved environmental resilience and community livelihoods - ARCOS,bbd88e69-cd85-429e-bebf-6234bf82dbb3,terrafund,Kigarama-Nyamugari Site [combining Karingurukwa & Kabungeri Sites],RW,"2023-01-31","49cf5208-632e-4766-91e3-a7a28722a053",Erythrina abyssinica,735,tree-planted
Albertine Rift Conservation Society (ARCOS Network),"15c0b98f-d395-11ed-8014-0682e69bfbec",Landscape restoration for improved environmental resilience and community livelihoods - ARCOS,bbd88e69-cd85-429e-bebf-6234bf82dbb3,terrafund,Kigarama-Nyamugari Site [combining Karingurukwa & Kabungeri Sites],RW,"2023-01-31","92fdecc7-cfe5-4c60-a681-bdd6efed55a8",Mitragyna diversifolia,367,tree-planted
Albertine Rift Conservation Society (ARCOS Network),"15c0b98f-d395-11ed-8014-0682e69bfbec",Landscape restoration for improved environmental resilience and community livelihoods - ARCOS,bbd88e69-cd85-429e-bebf-6234bf82dbb3,terrafund,Kigarama-Nyamugari Site [combining Karingurukwa & Kabungeri Sites],RW,"2023-01-31","156d97cb-759a-443d-9e8c-39a99ccb3ce3",Ficus thonningii,1169,tree-planted
Albertine Rift Conservation Society (ARCOS Network),"15c0b98f-d395-11ed-8014-0682e69bfbec",Landscape restoration for improved environmental resilience and community livelihoods - ARCOS,bbd88e69-cd85-429e-bebf-6234bf82dbb3,terrafund,Kigarama-Nyamugari Site [combining Karingurukwa & Kabungeri Sites],RW,"2023-01-31","577b4a1b-9b5e-42bc-8ae8-f99c57056592",Grevillea robusta,25574,tree-planted
Albertine Rift Conservation Society (ARCOS Network),"15c0b98f-d395-11ed-8014-0682e69bfbec",Landscape restoration for improved environmental resilience and community livelihoods - ARCOS,bbd88e69-cd85-429e-bebf-6234bf82dbb3,terrafund,Kigarama-Nyamugari Site [combining Karingurukwa & Kabungeri Sites],RW,"2023-01-31",dfb27022-4ba3-48ff-870d-58e6f422c30d,Solanum betaceum,255,non-tree
Albertine Rift Conservation Society (ARCOS Network),"15c0b98f-d395-11ed-8014-0682e69bfbec",Landscape restoration for improved environmental resilience and community livelihoods - ARCOS,bbd88e69-cd85-429e-bebf-6234bf82dbb3,terrafund,Kigarama-Nyamugari Site [combining Karingurukwa & Kabungeri Sites],RW,"2023-01-31","57086c47-db9d-41f2-9fc1-a93e5c99055a",Calliandra calothyrsus,3840,non-tree
Albertine Rift Conservation Society (ARCOS Network),"15c0b98f-d395-11ed-8014-0682e69bfbec",Landscape restoration for improved environmental resilience and community livelihoods - ARCOS,bbd88e69-cd85-429e-bebf-6234bf82dbb3,terrafund,Kigarama-Nyamugari Site [combining Karingurukwa & Kabungeri Sites],RW,"2023-01-31","4effb692-72eb-409d-b518-85bad9ef1069",Leucaena leucocephala,3149,non-tree
Albertine Rift Conservation Society (ARCOS Network),"15c0b98f-d395-11ed-8014-0682e69bfbec",Landscape restoration for improved environmental resilience and community livelihoods - ARCOS,bbd88e69-cd85-429e-bebf-6234bf82dbb3,terrafund,Rusebeya_Site,RW,"2023-01-31",bc5bb988-1cda-4bf7-9cf2-20e23a1feef9,Grevillea Robusta,4566,tree-planted
Albertine Rift Conservation Society (ARCOS Network),"15c0b98f-d395-11ed-8014-0682e69bfbec",Landscape restoration for improved environmental resilience and community livelihoods - ARCOS,bbd88e69-cd85-429e-bebf-6234bf82dbb3,terrafund,Rusebeya_Site,RW,"2023-01-31","179413e7-0e1e-4d3a-8316-12bf33373c47",Alnus acuminate,14493,tree-planted
Albertine Rift Conservation Society (ARCOS Network),"15c0b98f-d395-11ed-8014-0682e69bfbec",Landscape restoration for improved environmental resilience and community livelihoods - ARCOS,bbd88e69-cd85-429e-bebf-6234bf82dbb3,terrafund,Rusebeya_Site,RW,"2023-01-31",ae3a66ab-1584-4d72-9329-fc5fb621cc0a,Calliandra calothyrsus,1794,tree-planted
Albertine Rift Conservation Society (ARCOS Network),"15c0b98f-d395-11ed-8014-0682e69bfbec",Landscape restoration for improved environmental resilience and community livelihoods - ARCOS,bbd88e69-cd85-429e-bebf-6234bf82dbb3,terrafund,Rusebeya_Site,RW,"2023-01-31","9562f28b-9425-4214-b45b-0ee204cead76",Leucaena leucocephale,1439,tree-planted
Albertine Rift Conservation Society (ARCOS Network),"15c0b98f-d395-11ed-8014-0682e69bfbec",Landscape restoration for improved environmental resilience and community livelihoods - ARCOS,bbd88e69-cd85-429e-bebf-6234bf82dbb3,terrafund,Rusebeya_Site,RW,"2023-01-31",a227f78f-a983-43b7-8925-9eb7ef4aede7,Markhamia Lutea,1967,tree-planted
Albertine Rift Conservation Society (ARCOS Network),"15c0b98f-d395-11ed-8014-0682e69bfbec",Landscape restoration for improved environmental resilience and community livelihoods - ARCOS,bbd88e69-cd85-429e-bebf-6234bf82dbb3,terrafund,Rusebeya_Site,RW,"2023-01-31",f7cac158-b67f-46d8-a7d5-3683c548311d,Erythrina abyssinica,783,tree-planted
Albertine Rift Conservation Society (ARCOS Network),"15c0b98f-d395-11ed-8014-0682e69bfbec",Landscape restoration for improved environmental resilience and community livelihoods - ARCOS,bbd88e69-cd85-429e-bebf-6234bf82dbb3,terrafund,Rusebeya_Site,RW,"2023-01-31","3f3cb33f-a727-4585-a1a3-77b3b2812064",Mitragyna librostipulosa,512,tree-planted
Albertine Rift Conservation Society (ARCOS Network),"15c0b98f-d395-11ed-8014-0682e69bfbec",Landscape restoration for improved environmental resilience and community livelihoods - ARCOS,bbd88e69-cd85-429e-bebf-6234bf82dbb3,terrafund,Rusebeya_Site,RW,"2023-01-31",df6c08d7-4ee6-464a-af51-74659d5a891e,Ficus thonningii,1005,tree-planted
Albertine Rift Conservation Society (ARCOS Network),"15c0b98f-d395-11ed-8014-0682e69bfbec",Landscape restoration for improved environmental resilience and community livelihoods - ARCOS,bbd88e69-cd85-429e-bebf-6234bf82dbb3,terrafund,Rusebeya_Site,RW,"2023-01-31","4603acfd-802e-49a8-9c59-33c6e797496a",Entandrophragma excelsum,1436,tree-planted
Albertine Rift Conservation Society (ARCOS Network),"15c0b98f-d395-11ed-8014-0682e69bfbec",Landscape restoration for improved environmental resilience and community livelihoods - ARCOS,bbd88e69-cd85-429e-bebf-6234bf82dbb3,terrafund,Rusebeya_Site,RW,"2023-01-31","6ee75c8e-8183-4b1a-8bb0-dd116ddd458a",Passiflora edulis,354,non-tree
Albertine Rift Conservation Society (ARCOS Network),"15c0b98f-d395-11ed-8014-0682e69bfbec",Landscape restoration for improved environmental resilience and community livelihoods - ARCOS,bbd88e69-cd85-429e-bebf-6234bf82dbb3,terrafund,Rusebeya_Site,RW,"2023-01-31","72a97d45-2c81-4a33-b129-c1df8a108a72",Solanum betaceum,623,non-tree
Albertine Rift Conservation Society (ARCOS Network),"15c0b98f-d395-11ed-8014-0682e69bfbec",Landscape restoration for improved environmental resilience and community livelihoods - ARCOS,bbd88e69-cd85-429e-bebf-6234bf82dbb3,terrafund,Mukura Site [combining Mwendo_Site & Bahimba],RW,"2023-01-31","9c2be6d6-953c-43ab-a9f4-1ec3ee4c7ca8",Grevillea Robusta,3894,tree-planted
Albertine Rift Conservation Society (ARCOS Network),"15c0b98f-d395-11ed-8014-0682e69bfbec",Landscape restoration for improved environmental resilience and community livelihoods - ARCOS,bbd88e69-cd85-429e-bebf-6234bf82dbb3,terrafund,Mukura Site [combining Mwendo_Site & Bahimba],RW,"2023-01-31","6653355e-2806-45be-93c2-32cdcf24c4d1",Alnus acuminate,12362,tree-planted
Albertine Rift Conservation Society (ARCOS Network),"15c0b98f-d395-11ed-8014-0682e69bfbec",Landscape restoration for improved environmental resilience and community livelihoods - ARCOS,bbd88e69-cd85-429e-bebf-6234bf82dbb3,terrafund,Mukura Site [combining Mwendo_Site & Bahimba],RW,"2023-01-31","00923fc6-6c19-4cb2-80f2-d6ec25ee2635",Calliandra calothyrsus,1531,tree-planted
Albertine Rift Conservation Society (ARCOS Network),"15c0b98f-d395-11ed-8014-0682e69bfbec",Landscape restoration for improved environmental resilience and community livelihoods - ARCOS,bbd88e69-cd85-429e-bebf-6234bf82dbb3,terrafund,Mukura Site [combining Mwendo_Site & Bahimba],RW,"2023-01-31","3eb2c0db-2445-4485-85f7-224bf8aae628",Leucaena leucocephale,1228,tree-planted
Albertine Rift Conservation Society (ARCOS Network),"15c0b98f-d395-11ed-8014-0682e69bfbec",Landscape restoration for improved environmental resilience and community livelihoods - ARCOS,bbd88e69-cd85-429e-bebf-6234bf82dbb3,terrafund,Mukura Site [combining Mwendo_Site & Bahimba],RW,"2023-01-31",cd36366d-cf7c-4f80-9a0c-3f14b1c7d206,Markhamia lutea,1678,tree-planted
Albertine Rift Conservation Society (ARCOS Network),"15c0b98f-d395-11ed-8014-0682e69bfbec",Landscape restoration for improved environmental resilience and community livelihoods - ARCOS,bbd88e69-cd85-429e-bebf-6234bf82dbb3,terrafund,Mukura Site [combining Mwendo_Site & Bahimba],RW,"2023-01-31",d892b68c-0989-4ef8-ace1-2280c0f72c70,Erythrina abyssinica,667,tree-planted
Albertine Rift Conservation Society (ARCOS Network),"15c0b98f-d395-11ed-8014-0682e69bfbec",Landscape restoration for improved environmental resilience and community livelihoods - ARCOS,bbd88e69-cd85-429e-bebf-6234bf82dbb3,terrafund,Mukura Site [combining Mwendo_Site & Bahimba],RW,"2023-01-31","64612020-ad3d-4012-8592-2a9163b7f660",Mitragyna librostipulosa,436,tree-planted
